id,title,type,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm456513,Army of the Dead,MOVIE,2021,148,"horror', 'thriller', 'crime', 'scifi', 'action'",US',NA,tt0993840,5.7,169348,131.869,6.3
tm1138477,Downfall: The Case Against Boeing,MOVIE,2022,89,documentation',US',NA,tt11893274,7.4,10313,25.636,7.2
tm1166288,Rescued by Ruby,MOVIE,2022,93,"family', 'drama'",CA',NA,tt11278476,7.1,7485,49.137,7.119
tm1064065,Black Crab,MOVIE,2022,114,"scifi', 'thriller', 'war', 'action', 'drama'",SE',NA,tt6708668,5.6,19159,207.948,6.3
tm1119272,14 Peaks: Nothing Is Impossible,MOVIE,2021,101,"documentation', 'sport'",US',NA,tt14079374,7.7,24213,22.226,7.5
ts343430,The 7 Lives of Lea,SHOW,2022,45,"drama', 'thriller', 'fantasy', 'crime'",FR',1,tt14140886,7.5,2684,12.437,7.1
tm851128,Bigbug,MOVIE,2022,111,"comedy', 'scifi', 'fantasy'",FR',NA,tt11541872,5.4,7483,26.497,5.3
tm1137119,Image of Victory,MOVIE,2021,128,"war', 'history', 'drama'",IL',NA,tt14556392,7.5,178,2.711,7
tm1166024,Choose or Die,MOVIE,2022,85,"scifi', 'thriller', 'drama', 'horror'",GB',NA,tt11514780,4.7,18307,25.632,5.3
tm1046932,Kate,MOVIE,2021,106,"action', 'drama', 'thriller', 'crime'","US', 'JP', 'TH'",NA,tt7737528,6.2,59480,64.19,6.7
tm992844,The Dig,MOVIE,2021,112,"history', 'drama'",GB',NA,tt3661210,7.1,73079,20.072,6.9
ts225645,The Chair,SHOW,2021,30,"drama', 'comedy'",US',1,tt11834150,7.2,16331,6.775,7
ts282131,Attenborough's Life in Colour,SHOW,2021,51,documentation',GB',1,tt11053426,8.2,3238,6.232,7.7
tm1207097,Bill Burr Presents: Friends Who Kill,MOVIE,2022,73,"comedy', 'documentation'",,NA,tt20723672,4.5,1857,5.237,5.1
ts356951,Hurts Like Hell,SHOW,2022,50,"drama', 'sport'",TH',1,tt21062288,8.4,83,8.413,9.071
tm1033470,Till Death,MOVIE,2021,89,"horror', 'thriller'",US',NA,tt11804152,5.8,20256,21.514,6.6
tm824160,Fear Street: Part Two - 1978,MOVIE,2021,109,"drama', 'horror', 'fantasy'",US',NA,tt9701940,6.7,60682,116.422,7.3
tm1064228,Fatherhood,MOVIE,2021,109,"drama', 'comedy'","CA', 'US'",NA,tt4733624,6.6,34661,88.619,7.6
ts95572,The Serpent,SHOW,2021,57,"crime', 'drama', 'thriller'",GB',1,tt7985576,7.6,42371,12.904,7.6
tm1185367,White Hot: The Rise & Fall of Abercrombie & Fitch,MOVIE,2022,88,documentation',US',NA,tt19034522,5.7,4124,5.038,5.9
ts311989,jeen-yuhs,SHOW,2022,93,"documentation', 'music'",US',1,tt14599438,8,8319,3.852,7.1
ts307649,Turning Point: 9/11 and the War on Terror,SHOW,2021,62,"war', 'history', 'documentation'",US',1,tt15260794,8,9132,7.209,7.3
ts305788,The Perfect Mother,SHOW,2022,49,"drama', 'thriller'","FR', 'DE'",1,tt15341198,5.9,845,14.164,6
tm983784,Coming Home in the Dark,MOVIE,2021,93,"thriller', 'crime', 'horror'",NZ',NA,tt6874762,5.7,5114,11.156,5.7
tm1171875,Too Old for Fairy Tales,MOVIE,2022,106,"comedy', 'family'",,NA,tt15575356,6.1,34,8.449,6.4
ts321918,Human Resources,SHOW,2022,27,"animation', 'comedy', 'romance'",US',1,tt11092142,7.2,5579,21.344,6.5
tm993838,Long Story Short,MOVIE,2021,90,"fantasy', 'comedy', 'romance'",AU',NA,tt10896634,6.5,4995,59.305,7
ts328194,My Name,SHOW,2021,50,"thriller', 'action', 'crime', 'drama'",KR',1,tt12940504,7.8,19737,86.286,8.3
tm983723,The Sparks Brothers,MOVIE,2021,140,"documentation', 'music', 'comedy', 'history'","GB', 'US'",NA,tt8610436,7.8,4663,6.784,7.3
tm855839,The Shadow in My Eye,MOVIE,2021,107,"war', 'drama', 'history'",DK',NA,tt9170516,7.3,9462,22.432,7.742
tm1108321,Dave Chappelle: The Closer,MOVIE,2021,72,comedy',US',NA,tt15523010,8,25873,7.841,7.2
tm1092958,No One Gets Out Alive,MOVIE,2021,85,"horror', 'thriller', 'drama'","RO', 'US'",NA,tt13056008,5.3,15031,96.132,6
ts296743,Welcome to Eden,SHOW,2022,41,"action', 'scifi', 'drama', 'thriller'","ES', 'KN'",1,tt13457822,5.4,4145,198.535,7.3
ts108042,Maya and the Three,SHOW,2021,131,"comedy', 'drama', 'family', 'fantasy', 'animation', 'action'",MX',1,tt8787772,8.1,3780,51.341,7.8
tm1046264,The Vault,MOVIE,2021,118,"crime', 'action', 'thriller', 'fantasy'",ES',NA,tt9742794,6.4,21511,22.456,5.9
ts329699,The Andy Warhol Diaries,SHOW,2022,66,documentation',US',1,tt18082212,7.7,1844,1.844,7.6
tm1150385,The Tinder Swindler,MOVIE,2022,114,"documentation', 'crime'",GB',NA,tt14992922,7.2,61809,41.443,7.061
tm1138743,The Martha Mitchell Effect,MOVIE,2022,40,documentation',US',NA,tt16379454,NA,NA,4.687,6.8
ts283080,Who Killed Sara?,SHOW,2021,41,"drama', 'crime', 'thriller'",MX',3,tt11937816,6.4,13960,119.334,7.7
tm1227918,Under the Amalfi Sun,MOVIE,2022,90,"romance', 'comedy', 'drama'",IT',NA,tt15311262,5.2,502,561.722,6.3
ts287976,Young Royals,SHOW,2021,45,"drama', 'romance'",SE',2,tt14664414,8.3,29025,43.342,8.8
ts225657,Halston,SHOW,2021,47,drama',US',1,tt9569546,7.5,14681,18.504,7.3
tm347095,Oxygen,MOVIE,2021,100,"scifi', 'thriller', 'horror', 'drama', 'fantasy'","FR', 'US'",NA,tt6341832,6.5,37871,44.5,6.635
ts229335,Anxious People,SHOW,2021,29,"crime', 'drama', 'comedy'",SE',1,tt11168604,6.8,3913,3.126,6.4
tm1087461,Last Man Down,MOVIE,2021,87,"thriller', 'action', 'scifi'","SE', 'GB'",NA,tt12335692,4.8,12850,358.251,6.273
tm1046026,The Trip,MOVIE,2021,114,"action', 'thriller', 'comedy', 'horror'",NO',NA,tt13109952,6.9,20921,65.274,6.7
tm416779,The Woman in the Window,MOVIE,2021,100,"drama', 'thriller', 'crime'",US',NA,tt6111574,5.7,72490,23.639,6.1
ts287559,Jupiter's Legacy,SHOW,2021,45,"scifi', 'action', 'drama', 'thriller', 'fantasy'",US',1,tt5774002,6.7,37848,59.076,7.3
tm1191224,365 Days: This Day,MOVIE,2022,111,"romance', 'drama'",PL',NA,tt12996154,2.5,16587,449.292,5.8
ts301625,Hold Tight,SHOW,2022,47,"crime', 'drama', 'thriller'",PL',1,tt15019128,6.1,2288,6.901,7.2
tm1075215,Aftermath,MOVIE,2021,114,"horror', 'thriller', 'drama'",US',NA,tt10691162,5.3,15646,46.058,6.4
tm1094217,Chickenhare and the Hamster of Darkness,MOVIE,2022,91,"animation', 'comedy', 'family', 'romance', 'fantasy'","BE', 'FR'",NA,tt12532368,6.3,1303,511.444,7.446
ts287438,The Innocent,SHOW,2021,58,"thriller', 'drama', 'crime'",ES',1,tt10147644,7.8,29670,15.042,7.8
tm1199146,Toscana,MOVIE,2022,90,"drama', 'romance'",DK',NA,tt13276352,5.7,5826,11.013,5.8
tm1141439,Home Team,MOVIE,2022,95,"family', 'comedy', 'sport'",US',NA,tt14592064,6,17767,72.562,6.8
tm1018747,Live Is Life,MOVIE,2022,110,"comedy', 'drama'",ES',NA,tt12923028,7,70,27.199,6.8
tm949309,The White Tiger,MOVIE,2021,125,"drama', 'crime'","SG', 'US', 'IN'",NA,tt6571548,7.1,59441,19.472,6.955
ts343432,Yakamoz S-245,SHOW,2022,48,"scifi', 'drama', 'action', 'thriller'",TR',1,tt13317454,6.1,5789,13.009,7.2
ts287352,Hit & Run,SHOW,2021,44,"drama', 'action', 'thriller', 'crime'",IL',1,tt9073940,7,8602,20.178,7.5
ts328605,Midnight at the Pera Palace,SHOW,2022,44,"thriller', 'drama', 'history'",TR',1,tt13317508,7,7377,5.849,6.9
ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,42,"documentation', 'crime'",GB',1,tt15479704,7,6370,6.409,6.564
tm1110527,Captain Nova,MOVIE,2021,86,"action', 'family', 'scifi'",NL',NA,tt14915608,5.5,1391,7.99,6.2
tm1022103,Outlaws,MOVIE,2021,125,"crime', 'action', 'thriller'",ES',NA,tt11892272,6.9,3985,67.192,7
tm1046627,Hypnotic,MOVIE,2021,88,"thriller', 'horror', 'drama'",CA',NA,tt12383460,5.3,15690,71.857,6.121
ts314135,VOIR,SHOW,2021,20,documentation',US',1,tt15677070,6.8,1323,1.35,7.2
tm1185360,Return to Space,MOVIE,2022,128,documentation',US',NA,tt18555320,7.3,4087,19.791,6.2
ts321298,Business Proposal,SHOW,2022,61,"drama', 'romance', 'comedy'",KR',1,tt14819828,8.1,7806,183.465,8.3
tm1120855,Along for the Ride,MOVIE,2022,106,"drama', 'romance'",US',NA,tt14506528,6.1,5347,158.01,6.6
tm861000,Worth,MOVIE,2021,118,"drama', 'history'","CA', 'GB', 'US'",NA,tt8009744,6.8,13524,14.465,6.8
tm1021871,The Starling,MOVIE,2021,102,"comedy', 'drama', 'fantasy'",US',NA,tt5164438,6.3,12309,24.671,7.1
tm841797,The Ice Road,MOVIE,2021,109,"action', 'thriller', 'drama'",US',NA,tt3758814,5.6,38927,35.718,7.009
ts309930,Remarriage & Desires,SHOW,2022,62,drama',KR',1,tt15268768,7.2,459,56.948,7.667
ts271888,Fate: The Winx Saga,SHOW,2021,50,"scifi', 'drama', 'fantasy', 'action'",US',2,tt8179402,6.8,39519,97.114,8.373
tm1020851,Back to the Outback,MOVIE,2021,95,"animation', 'comedy', 'family'","AU', 'US'",NA,tt13575806,6.5,7896,155.021,7.8
ts219423,Masters of the Universe: Revelation,SHOW,2021,26,"family', 'fantasy', 'scifi', 'action', 'drama', 'animation', 'comedy'",US',2,tt10826054,5.3,26422,26.04,6.8
tm1003630,After We Fell,MOVIE,2021,99,"romance', 'drama'","FR', 'US'",NA,tt13069986,4.6,13221,341.558,7.2
ts255779,Gabby's Dollhouse,SHOW,2021,24,"animation', 'comedy', 'family', 'fantasy'",US',4,tt9165438,7,379,15.275,9
ts314164,Tomorrow,SHOW,2022,61,"drama', 'fantasy', 'action', 'comedy'",KR',1,tt18926162,7.7,8564,30.75,8.582
tm1229690,Jewel,MOVIE,2022,80,drama',ZA',NA,tt21030216,3.3,111,47.09,NA
ts299865,Heist,SHOW,2021,43,"crime', 'documentation'",US',1,tt14865290,6.8,1748,5.935,6.9
tm1219505,Centauro,MOVIE,2022,89,"action', 'crime', 'thriller'",,NA,,NA,NA,492.606,6.331
tm1000147,Zone 414,MOVIE,2021,98,"scifi', 'thriller'",GB',NA,tt8545482,4.9,4146,121.562,5.4
ts321513,My Liberation Notes,SHOW,2022,68,"drama', 'family', 'romance'",KR',1,tt15146130,8.4,1400,16.528,8.1
ts273229,Feria: The Darkest Light,SHOW,2022,50,"scifi', 'crime', 'drama', 'fantasy', 'horror', 'thriller'",ES',1,tt13323004,5.7,1532,12.612,6.8
ts300325,Surviving Summer,SHOW,2022,28,"drama', 'family'","DE', 'AU'",1,tt13925166,6.3,1433,10.719,7.8
tm1180610,The Wrath of God,MOVIE,2022,97,"thriller', 'drama'",AR',NA,tt15189534,5.7,2800,445.767,6.495
ts330425,The Principles of Pleasure,SHOW,2022,51,documentation',US',1,tt18299058,5.7,1121,4.446,6
tm1185374,The Mystery of Marilyn Monroe: The Unheard Tapes,MOVIE,2022,101,documentation',US',NA,tt19034332,6.2,3978,89.61,6.3
tm992260,Yes Day,MOVIE,2021,86,"comedy', 'family'",US',NA,tt8521876,5.7,23625,32.951,6.9
tm1166046,Ante... Sundaraniki!,MOVIE,2022,173,"comedy', 'romance', 'family'",IN',NA,tt13528564,8,2538,8.563,6.7
ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,47,"documentation', 'crime', 'thriller'",US',1,tt13651632,7.5,24892,15.428,7.4
tm1079334,"Bob Ross: Happy Accidents, Betrayal & Greed",MOVIE,2021,92,documentation',"US', 'NL'",NA,tt14539744,6.9,5856,6.605,6.8
ts296214,How to Become a Tyrant,SHOW,2021,27,"documentation', 'war', 'history'",US',1,tt14832996,7.4,8484,11.324,7.5
ts330347,Cracow Monsters,SHOW,2022,52,"scifi', 'drama', 'fantasy', 'horror', 'thriller'",PL',1,tt15096836,5.5,1694,119.993,6.9
tm1227853,Bhool Bhulaiyaa 2,MOVIE,2022,142,"horror', 'comedy'",IN',NA,tt6455162,5.9,27244,9.939,7
ts94677,Worst Roommate Ever,SHOW,2022,47,"crime', 'documentation', 'drama', 'thriller'",US',1,tt8323702,8.1,8,4.457,6.9
tm1219941,Glamour Girls,MOVIE,2022,125,drama',,NA,tt20604466,3.6,144,191.02,5
tm1210970,Gladbeck: The Hostage Crisis,MOVIE,2022,91,"documentation', 'crime'",DE',NA,tt20420316,7.5,1765,37.903,7.4
tm413169,Peter Rabbit 2: The Runaway,MOVIE,2021,93,"fantasy', 'action', 'family', 'comedy', 'animation', 'crime', 'drama'","AU', 'US'",NA,tt8376234,6.2,11233,130.318,7.2
ts302053,Change Days,SHOW,2021,64,reality',KR',2,,NA,NA,13.24,5
ts225690,Vampire in the Garden,SHOW,2022,26,"drama', 'scifi', 'action', 'animation', 'fantasy', 'thriller'",JP',1,tt10011314,6.7,848,7.973,7.8
tm1212673,Joel Kim Booster: Psychosexual,MOVIE,2022,67,"comedy', 'documentation'",,NA,tt19869374,5.5,284,8.716,8
ts279892,Ginny & Georgia,SHOW,2021,54,"drama', 'comedy'",US',1,tt10813940,7.4,46343,71.27,8.1
tm1151272,Beast,MOVIE,2022,162,"thriller', 'action', 'comedy', 'crime'",IN',NA,tt11301946,5.2,30369,15.358,6.3
tm981945,The Last Letter From Your Lover,MOVIE,2021,109,"drama', 'romance'","GB', 'CA'",NA,tt1893273,6.6,17099,26.67,7.5
ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,61,"documentation', 'crime'",US',1,tt18970124,7.1,6665,94.08,7.4
ts314594,Catching Killers,SHOW,2021,41,"crime', 'documentation'",US',2,tt15723914,7.1,3250,12.506,7
ts1475,Chosen,SHOW,2022,41,"scifi', 'drama', 'thriller'",DK',1,tt16492950,4.3,1246,7.199,6.584
tm919880,Final Account,MOVIE,2021,94,documentation',"GB', 'US'",NA,tt12789212,7.1,1042,3.38,7.1
ts189612,Country Queen,SHOW,2022,60,drama',KE',1,tt10062046,NA,NA,12.067,5.3
tm833216,Things Heard & Seen,MOVIE,2021,121,"horror', 'drama', 'thriller'",US',NA,tt10962368,5.3,30703,14.718,5.8
tm314863,Vivo,MOVIE,2021,103,"family', 'comedy', 'animation', 'drama'",US',NA,tt6338498,6.7,18238,101.83,7.5
ts330402,Is It Cake?,SHOW,2022,39,reality',US',1,tt18314214,5.7,2411,3.846,7.6
ts281062,The Girl from Oslo,SHOW,2021,33,"drama', 'thriller'",NO',1,tt13968792,6.3,3141,9.423,7.3
ts312071,The Way of the Househusband,SHOW,2021,18,"animation', 'comedy', 'action', 'crime', 'drama', 'romance'",JP',1,tt13357124,7.3,3724,20.159,8.591
ts302363,Twenty Five Twenty One,SHOW,2022,76,"drama', 'romance'",KR',1,tt17513352,8.7,5746,57.97,8.6
ts308845,The Billion Dollar Code,SHOW,2021,67,"drama', 'crime', 'thriller'",DE',1,tt15392100,8,8164,11.997,8.2
tm841825,My Little Pony: A New Generation,MOVIE,2021,91,"music', 'action', 'animation', 'family', 'fantasy', 'comedy', 'drama', 'scifi'","IE', 'US', 'CA'",NA,tt10101702,6.8,3657,88.17,8
ts304310,No Regrets In Life,SHOW,2022,71,"drama', 'romance'",TW',1,tt20859930,NA,NA,11.617,NA
tm1159163,Fistful of Vengeance,MOVIE,2022,94,"fantasy', 'action', 'crime', 'drama'",US',NA,tt14158554,4.4,6341,211.567,5.4
tm1164962,Restless,MOVIE,2022,95,"thriller', 'action', 'crime'","BE', 'FR'",NA,tt14465894,5.8,4174,217.363,6
ts253813,Glória,SHOW,2021,44,"drama', 'history', 'thriller'",PT',1,tt13064634,7.9,4126,5.98,7
tm1027081,Blood Red Sky,MOVIE,2021,121,"thriller', 'action', 'fantasy', 'horror'","GB', 'DE'",NA,tt11607896,6.1,44006,57.545,7
ts272980,The One,SHOW,2021,42,"drama', 'scifi', 'thriller', 'crime', 'action'",GB',1,tt13879466,6.6,12552,13.554,6.9
tm922706,Fear Street: 1666,MOVIE,2021,114,"thriller', 'horror'",US',NA,,NA,NA,89.695,7.3
tm1003034,The Witcher: Nightmare of the Wolf,MOVIE,2021,83,"action', 'drama', 'fantasy', 'scifi', 'animation'","US', 'PL', 'KR'",NA,tt11657662,7.2,42484,16.901,7.7
tm857461,Gangubai Kathiawadi,MOVIE,2022,157,"crime', 'drama'",IN',NA,tt10083340,7,50163,15.015,7.7
tm1217459,Godse,MOVIE,2022,142,"action', 'thriller'",IN',NA,tt15509164,8.2,199,10.447,7
ts294338,Hard Cell,SHOW,2022,26,"comedy', 'documentation', 'sport'","US', 'GB'",1,tt14959710,6.2,1568,2.936,5.8
tm976166,Malcolm & Marie,MOVIE,2021,106,"romance', 'drama'",US',NA,tt12676326,6.6,36395,22.675,7.1
tm1141594,Brazen,MOVIE,2022,94,"thriller', 'romance', 'crime', 'drama'",US',NA,tt13978306,4.1,11753,182.054,4.9
ts296825,Gone for Good,SHOW,2021,49,"drama', 'thriller', 'crime'",FR',1,tt14252964,6.3,4083,4.375,6
ts284702,This Is a Robbery: The World's Biggest Art Heist,SHOW,2021,53,"crime', 'documentation', 'history'",US',1,tt14223858,6.5,4328,5.515,6.9
tm458292,Space Sweepers,MOVIE,2021,136,"scifi', 'drama', 'fantasy', 'action'",KR',NA,tt12838766,6.5,25178,65.593,7.147
tm459789,The Lovebirds,MOVIE,2021,87,"romance', 'comedy', 'action', 'thriller', 'crime'",US',NA,tt8851668,6,25697,9.076,5.8
ts271595,Crime Scene: The Vanishing at the Cecil Hotel,SHOW,2021,55,"documentation', 'crime', 'thriller'",US',1,tt13837672,5.9,16799,18.971,7.2
tm1179973,Trust No One: The Hunt for the Crypto King,MOVIE,2022,90,"documentation', 'crime'",GB',NA,tt15479902,6.3,4444,24.834,6
ts269881,Record of Ragnarok,SHOW,2021,24,"animation', 'action', 'scifi', 'drama', 'fantasy', 'thriller'",JP',2,tt13676344,6.2,4923,168.41,8.629
tm1134087,Borrego,MOVIE,2022,102,"crime', 'thriller'",US',NA,tt12676006,5.7,4122,222.814,6.1
ts343599,Jimmy Savile: A British Horror Story,SHOW,2022,85,"documentation', 'crime'",GB',1,tt18970454,6.7,6536,3.341,6.8
tm1063652,Intrusion,MOVIE,2021,92,"thriller', 'drama'",US',NA,tt5563324,5.2,16272,113.423,6
tm1082974,Count Me In,MOVIE,2021,81,"documentation', 'music'",,NA,tt6889042,6.8,1805,4.044,7.1
tm1002815,Nightbooks,MOVIE,2021,103,"family', 'fantasy', 'horror'","CA', 'US'",NA,tt10521144,5.7,8573,80.549,6.3
tm1107225,Through My Window,MOVIE,2022,116,"drama', 'romance', 'comedy'",ES',NA,tt14463484,5.4,9082,236.503,7.48
ts299874,Cocaine Cowboys: The Kings of Miami,SHOW,2021,57,"documentation', 'crime', 'history'",,1,tt15049206,7.1,2699,4.242,7.8
tm1049265,My Wonderful Life,MOVIE,2021,99,"romance', 'comedy', 'drama'",PL',NA,tt13164942,5.8,626,4.228,4.5
tm1168932,Taylor Tomlinson: Look at You,MOVIE,2022,60,"comedy', 'documentation'",,NA,tt18096250,7.3,2008,5.174,7.5
ts340376,The Marked Heart,SHOW,2022,44,"thriller', 'drama'",CO',2,tt18974572,6.4,1824,273.963,8.074
ts310938,New Heights,SHOW,2021,48,drama',CH',1,tt15393644,6.7,525,8.664,7.9
ts329700,Life After Death with Tyler Henry,SHOW,2022,43,reality',US',1,tt18217272,5.9,913,2.222,5.5
ts349921,That’s My Time with David Letterman,SHOW,2022,18,comedy',US',1,tt20560428,6.7,140,1.868,7
ts270405,Pretend It's a City,SHOW,2021,29,"comedy', 'documentation'",US',1,tt13660958,8.1,7296,3.576,7.6
tm1166020,The Takedown,MOVIE,2022,119,"action', 'comedy', 'crime', 'drama'",FR',NA,tt13822738,5.7,5948,312.312,6
ts192196,Q-Force,SHOW,2021,27,"animation', 'action', 'comedy', 'crime', 'fantasy', 'scifi'",US',1,tt10140028,6.3,5294,10.637,7.2
tm897466,The Summit of the Gods,MOVIE,2021,95,"animation', 'thriller', 'drama', 'sport', 'history'","LU', 'FR'",NA,tt7014378,7.5,5485,8.906,7.9
tm1093099,Love Hard,MOVIE,2021,104,"romance', 'comedy'",US',NA,tt10752004,6.3,49784,24.112,7.1
tm1207094,Pete Davidson Presents: The Best Friends,MOVIE,2022,58,"comedy', 'documentation'",US',NA,tt20723748,4.7,569,3.503,7
ts297247,That Girl Lay Lay,SHOW,2021,22,comedy',US',2,tt14442054,3.6,254,5.946,9.5
tm465421,The Pirates: The Last Royal Treasure,MOVIE,2022,126,"action', 'comedy', 'history'",KR',NA,tt17491040,6,3367,94.042,6.6
ts271604,Blue Period,SHOW,2021,25,"animation', 'drama'",JP',1,tt14115912,7.7,1956,8.106,7.7
ts341767,Kotaro Lives Alone,SHOW,2022,27,"animation', 'drama', 'comedy'",JP',1,tt15490038,8.4,2281,13.897,6.9
ts288744,The Sound of Magic,SHOW,2022,69,"scifi', 'drama', 'fantasy', 'music'",KR',1,tt14460684,7.7,2783,117.687,7.5
tm1038327,Beckett,MOVIE,2021,109,"crime', 'thriller', 'action', 'drama'","IT', 'BR'",NA,tt10230994,5.6,25703,86.212,6.3
tm1131382,Jim Gaffigan: Comedy Monster,MOVIE,2021,70,comedy',,NA,tt15907298,6.8,1658,3.435,6.7
tm922429,The Block Island Sound,MOVIE,2021,98,"scifi', 'horror', 'thriller'",US',NA,tt8747160,5.3,7778,8.983,5.3
ts273485,Baki Hanma,SHOW,2021,25,"animation', 'action', 'drama', 'sport', 'thriller'",JP',2,tt13357140,6.6,1685,211.093,8.049
tm1020820,Night Teeth,MOVIE,2021,107,"crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action'","GB', 'US'",NA,tt10763820,5.6,17526,68.073,6.5
ts290643,Super Crooks,SHOW,2021,30,"action', 'crime', 'fantasy', 'scifi', 'drama', 'animation'",JP',1,tt14272628,7.1,2254,6.317,7.2
tm1234767,David A. Arnold: It Ain't for the Weak,MOVIE,2022,78,comedy',US',NA,tt21106704,NA,NA,15.669,NA
ts313689,Our Beloved Summer,SHOW,2021,61,"comedy', 'drama'",KR',1,,NA,NA,17.209,8.9
tm993670,Cosmic Sin,MOVIE,2021,88,"action', 'scifi'",US',NA,tt11762434,2.5,12517,98.432,4.2
tm1198388,Cyber Hell: Exposing an Internet Horror,MOVIE,2022,105,"documentation', 'crime'",KR',NA,tt19768508,6.5,1407,186.89,7.1
ts313646,"Mom, Don't Do That!",SHOW,2022,53,"comedy', 'drama', 'romance'",TW',1,tt21081098,6.5,87,116.074,9
tm1038363,America: The Motion Picture,MOVIE,2021,98,"action', 'animation', 'war', 'comedy', 'fantasy', 'history', 'scifi'",US',NA,tt6733874,5.6,6349,68.439,5.8
tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,2021,102,documentation',US',NA,tt9660510,7.3,233,1.706,10
tm1073510,SAS: Red Notice,MOVIE,2021,124,"thriller', 'action', 'drama'","GB', 'HU', 'NL', 'CH'",NA,tt4479380,5.2,18190,89.579,5.9
ts271867,Vincenzo,SHOW,2021,81,"action', 'drama', 'comedy', 'crime', 'romance'",KR',1,tt13433812,8.4,16358,50.764,8.8
tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,2022,105,"comedy', 'drama', 'romance'",US',NA,tt14813966,5.6,3697,68.483,6.7
tm863351,The God Committee,MOVIE,2021,98,"drama', 'thriller'",US',NA,tt6852526,5.8,3964,13.632,7.1
tm1020073,Thunder Force,MOVIE,2021,107,"scifi', 'comedy', 'fantasy', 'action'",US',NA,tt10121392,4.4,41508,47.631,5.7
ts288087,Sophie: A Murder in West Cork,SHOW,2021,55,"documentation', 'crime', 'thriller', 'history'",GB',1,tt14681732,6.8,5234,6.016,6.5
tm1121707,Dangerous Liaisons,MOVIE,2022,109,"romance', 'drama'",FR',NA,tt15548032,3.9,1040,81.133,5.375
ts314742,He-Man and the Masters of the Universe,SHOW,2021,25,"animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi'",US',3,tt11465278,5.8,1679,22.627,7.078
tm1038344,Awake,MOVIE,2021,96,"drama', 'scifi', 'thriller', 'action'",US',NA,tt10418662,4.9,21498,89.154,6
tm1207098,Amy Schumer Presents: Parental Advisory,MOVIE,2022,57,"comedy', 'documentation'",,NA,tt20723730,3.8,581,3.269,4.8
ts333834,The Ultimatum: Marry or Move On,SHOW,2022,49,reality',US',1,tt18396952,5.4,1759,2.696,6.2
ts237972,Katla,SHOW,2021,46,"drama', 'thriller', 'scifi'",IS',1,tt11102190,7,13472,52.807,7.2
ts262246,The Last Bus,SHOW,2022,35,"scifi', 'comedy', 'drama', 'family', 'fantasy'",GB',1,tt12885670,5,590,3.658,8.2
tm1080252,7 Prisoners,MOVIE,2021,93,"drama', 'crime'",BR',NA,tt14168118,7.1,6877,95.706,7.1
ts313668,Tear Along the Dotted Line,SHOW,2021,19,"drama', 'comedy', 'animation'",IT',1,tt15614372,8.7,8053,24.559,8.3
tm1028298,He's All That,MOVIE,2021,91,"comedy', 'romance'",US',NA,tt4590256,4.3,24253,79.838,6.8
ts288489,Pretty Guardians Sailor Moon Eternal The Movie,SHOW,2021,81,action',JP',1,tt10635042,NA,NA,19.654,9.6
tm977704,Robin Robin,MOVIE,2021,30,"animation', 'action', 'family', 'music', 'comedy'",GB',NA,tt11332850,7.2,1533,46.42,7.1
tm813078,Prayers for the Stolen,MOVIE,2021,110,drama',"BR', 'DE', 'QA', 'MX', 'US', 'CH', 'AR'",NA,tt10366574,7.3,1729,16.208,7.8
tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,2022,29,comedy',US',NA,tt17005888,7,2235,3.061,6.7
tm1195561,Kuttavum Shikshayum,MOVIE,2022,136,"crime', 'drama', 'thriller', 'action'",IN',NA,tt12147800,6.2,610,3.096,8.5
ts329854,Jump Like a Witch,SHOW,2022,92,reality',KR',1,,NA,NA,1.62,5
ts104499,Trese,SHOW,2021,29,"horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation'",PH',1,tt9310336,7,3803,20.878,7.4
ts321966,WWII in Color: Road to Victory,SHOW,2021,51,"documentation', 'war', 'history'",GB',1,tt16477402,8.2,1684,8.514,7.9
tm1180123,The House,MOVIE,2022,31,"thriller', 'animation', 'comedy', 'drama', 'horror', 'fantasy'",GB',NA,tt11703050,6.9,9535,8.347,7
tm1141923,The Royal Treatment,MOVIE,2022,96,"romance', 'comedy', 'family'",US',NA,tt13989030,5.2,8803,83.831,6.747
tm673809,Schumacher,MOVIE,2021,112,"sport', 'documentation'",DE',NA,tt10322274,7.4,22280,14.35,7.4
tm1110150,There's Someone Inside Your House,MOVIE,2021,96,"horror', 'thriller'",US',NA,tt8150814,4.8,15380,79.807,5.6
ts315611,Animal,SHOW,2021,46,documentation',"US', 'BR'",2,tt15674216,7.9,1181,4.822,8.5
tm858869,Stowaway,MOVIE,2021,117,"thriller', 'action', 'scifi', 'drama'","DE', 'US'",NA,tt9203694,5.6,45090,23.376,5.875
